model,model_name,method,method_name,requested_candidate_slots,n,q1_retained_score,median_retained_score,q3_retained_score,metric,simulation_chain,source_artifacts
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,4200,150,0.98701870000000003,1.1704490000000001,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,4300,150,0.98701870000000003,1.17398545,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,4400,150,0.98701870000000003,1.17398545,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,4500,150,0.98701870000000003,1.17398545,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,4600,150,0.98701870000000003,1.17398545,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,4700,150,0.98701870000000003,1.17398545,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,4800,150,0.98960302499999997,1.17398545,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,4900,150,0.98960302499999997,1.17398545,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,5000,150,0.98960302499999997,1.17398545,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,5100,150,0.98960302499999997,1.17398545,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,5200,150,0.98960302499999997,1.17398545,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,5300,150,0.98960302499999997,1.17398545,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,5400,150,0.98960302499999997,1.17398545,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,5500,150,0.98960302499999997,1.17398545,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,5600,150,0.98960302499999997,1.17398545,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,5700,150,0.98960302499999997,1.17398545,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,5800,150,0.98960302499999997,1.1752674999999999,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,5900,150,0.98960302499999997,1.1752674999999999,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,6000,150,0.98960302499999997,1.1752674999999999,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,6100,150,0.98960302499999997,1.1752674999999999,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,6200,150,0.98960302499999997,1.1752674999999999,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,6300,150,0.98960302499999997,1.1752674999999999,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,6400,150,0.98960302499999997,1.1752674999999999,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,6500,150,0.98960302499999997,1.1752674999999999,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,6600,150,0.98960302499999997,1.1752674999999999,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,6700,150,0.98960302499999997,1.1752674999999999,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,6800,150,0.98960302499999997,1.1752674999999999,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,6900,150,0.98960302499999997,1.1752674999999999,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,7000,150,0.98960302499999997,1.1752674999999999,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,7100,150,0.98960302499999997,1.1752674999999999,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,7200,150,0.98960302499999997,1.1752674999999999,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,7300,150,0.98960302499999997,1.1752674999999999,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,7400,150,0.98960302499999997,1.1787162,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,7500,150,0.98960302499999997,1.1787162,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,7600,150,0.98960302499999997,1.1787162,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,7700,150,0.98960302499999997,1.1787162,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,7800,150,0.98960302499999997,1.1787162,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,7900,150,0.98960302499999997,1.1787162,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,8000,150,0.98960302499999997,1.1787162,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,8100,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,8200,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,8300,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,8400,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,8500,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,8600,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,8700,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,8800,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,8900,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,9000,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,9100,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,9200,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,9300,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,9400,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,9500,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,9600,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,9700,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,9800,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,9900,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,10000,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,10100,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,10200,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,10300,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,10400,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,10500,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,10600,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,10700,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,10800,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,10900,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,11000,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,11100,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,11200,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,11300,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,11400,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,11500,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,11600,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,11700,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,11800,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,11900,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,12000,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,12100,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,12200,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,12300,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,12400,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,12500,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,12600,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,12700,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,12800,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,12900,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,13000,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,13100,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,13200,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,13300,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,13400,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,13500,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,13600,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,13700,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,13800,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,13900,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,14000,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,14100,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
10_transformer_vae_epoch90,TransformerVAE-90,cem,CEM,14200,150,0.98960302499999997,1.1853615,1.3576503,"retained_best_so_far=max(best_score,seed_source_fitness)",eval-allcriteria.sim,jobs/gpu/*.csv; jobs/gpu/*.history.csv; jobs/gpu/*.details.json
