genotype,source_image_name,source_image_sha256,association
"LX(FfXrLfXq((X,LXLCXXfFX)), mXLqQFX)",image2.png,37a60f1b1b36b20672f25e7365d05268eaf770ade3462a32ecaf68522debaf44,declared explicitly through generator CLI
