model,model_name,epoch,training_epochs_planned,validation_exact_count,validation_n,validation_exact_percent,average_string_similarity_percent,selected_epoch,source_log
10_transformer_vae_epoch90,TransformerVAE-90,480,1000,0,2178,0,46.670000000000002,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,490,1000,0,2178,0,45.75,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,500,1000,0,2178,0,42.619999999999997,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,510,1000,0,2178,0,42.829999999999998,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,520,1000,0,2178,0,41.619999999999997,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,530,1000,0,2178,0,40.759999999999998,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,540,1000,0,2178,0,40.710000000000001,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,550,1000,0,2178,0,39.960000000000001,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,560,1000,0,2178,0,40.75,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,570,1000,0,2178,0,37.670000000000002,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,580,1000,0,2178,0,37.829999999999998,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,590,1000,0,2178,0,36.759999999999998,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,600,1000,0,2178,0,36.990000000000002,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,610,1000,0,2178,0,39.880000000000003,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,620,1000,0,2178,0,35.119999999999997,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,630,1000,0,2178,0,39.310000000000002,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,640,1000,0,2178,0,36.259999999999998,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,650,1000,0,2178,0,37.289999999999999,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,660,1000,0,2178,0,39.479999999999997,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,670,1000,0,2178,0,36.079999999999998,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,680,1000,0,2178,0,36.909999999999997,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,690,1000,0,2178,0,39.43,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,700,1000,0,2178,0,38.039999999999999,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,710,1000,0,2178,0,38.490000000000002,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,720,1000,0,2178,0,35.990000000000002,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,730,1000,0,2178,0,37.579999999999998,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,740,1000,0,2178,0,39.409999999999997,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,750,1000,0,2178,0,38.700000000000003,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,760,1000,0,2178,0,36.640000000000001,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,770,1000,0,2178,0,37.289999999999999,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,780,1000,0,2178,0,39.219999999999999,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,790,1000,0,2178,0,37.229999999999997,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,800,1000,0,2178,0,37.670000000000002,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,810,1000,0,2178,0,35.240000000000002,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,820,1000,0,2178,0,37.119999999999997,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,830,1000,0,2178,0,34.420000000000002,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,840,1000,0,2178,0,36.859999999999999,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,850,1000,0,2178,0,32.259999999999998,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,860,1000,0,2178,0,34.859999999999999,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,870,1000,0,2178,0,34.299999999999997,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,880,1000,0,2178,0,35.490000000000002,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,890,1000,0,2178,0,38.590000000000003,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,900,1000,0,2178,0,38.039999999999999,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,910,1000,0,2178,0,35.880000000000003,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,920,1000,0,2178,0,38.859999999999999,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,930,1000,0,2178,0,36.799999999999997,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,940,1000,0,2178,0,34.840000000000003,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,950,1000,0,2178,0,36.479999999999997,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,960,1000,0,2178,0,32.740000000000002,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,970,1000,0,2178,0,35.850000000000001,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,980,1000,0,2178,0,34.420000000000002,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,990,1000,0,2178,0,36.799999999999997,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
10_transformer_vae_epoch90,TransformerVAE-90,1000,1000,0,2178,0,38.219999999999999,no,exports/f1_selected_10_ckpts_20260520_184738/10_transformer_vae_epoch90/training.log
02_lhs_latent256_seed42_best,LHS-256,1,1200,1,2178,0.050000000000000003,52.090000000000003,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,10,1200,276,2178,12.67,75.819999999999993,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,20,1200,413,2178,18.960000000000001,80.25,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,30,1200,471,2178,21.629999999999999,82.730000000000004,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,40,1200,390,2178,17.91,81.879999999999995,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,50,1200,435,2178,19.969999999999999,83.189999999999998,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,60,1200,401,2178,18.41,83.200000000000003,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,70,1200,469,2178,21.530000000000001,83.840000000000003,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,80,1200,460,2178,21.120000000000001,83.689999999999998,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,90,1200,464,2178,21.300000000000001,84.060000000000002,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,100,1200,479,2178,21.989999999999998,83.560000000000002,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,110,1200,444,2178,20.390000000000001,83.810000000000002,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,120,1200,493,2178,22.640000000000001,84.730000000000004,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,130,1200,469,2178,21.530000000000001,84.659999999999997,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,140,1200,497,2178,22.82,84.239999999999995,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,150,1200,475,2178,21.809999999999999,84.650000000000006,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,160,1200,498,2178,22.870000000000001,85.290000000000006,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,170,1200,484,2178,22.219999999999999,84.900000000000006,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,180,1200,504,2178,23.140000000000001,85.290000000000006,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,190,1200,487,2178,22.359999999999999,85.230000000000004,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,200,1200,509,2178,23.370000000000001,85.680000000000007,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,210,1200,537,2178,24.66,85.769999999999996,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,220,1200,501,2178,23,85.590000000000003,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,230,1200,544,2178,24.98,86.049999999999997,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,240,1200,509,2178,23.370000000000001,86.129999999999995,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,250,1200,544,2178,24.98,85.459999999999994,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,260,1200,530,2178,24.329999999999998,85.849999999999994,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,270,1200,529,2178,24.289999999999999,86.140000000000001,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,280,1200,572,2178,26.260000000000002,86.590000000000003,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,290,1200,514,2178,23.600000000000001,86.430000000000007,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,300,1200,567,2178,26.030000000000001,86.569999999999993,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,310,1200,564,2178,25.899999999999999,86.849999999999994,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,320,1200,560,2178,25.710000000000001,87.25,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,330,1200,560,2178,25.710000000000001,86.969999999999999,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,340,1200,559,2178,25.670000000000002,86.659999999999997,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,350,1200,576,2178,26.449999999999999,87.370000000000005,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,360,1200,533,2178,24.469999999999999,86.480000000000004,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,370,1200,567,2178,26.030000000000001,87.269999999999996,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,380,1200,525,2178,24.100000000000001,86.519999999999996,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,390,1200,599,2178,27.5,87.400000000000006,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,400,1200,570,2178,26.170000000000002,87.219999999999999,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,410,1200,581,2178,26.68,87.579999999999998,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,420,1200,614,2178,28.190000000000001,87.780000000000001,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,430,1200,551,2178,25.300000000000001,87.519999999999996,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,440,1200,572,2178,26.260000000000002,87.769999999999996,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,450,1200,563,2178,25.850000000000001,87.569999999999993,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,460,1200,594,2178,27.27,88.109999999999999,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,470,1200,601,2178,27.59,88.129999999999995,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,480,1200,638,2178,29.289999999999999,88.230000000000004,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,490,1200,623,2178,28.600000000000001,88.140000000000001,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,500,1200,614,2178,28.190000000000001,88.200000000000003,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,510,1200,614,2178,28.190000000000001,88.109999999999999,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,520,1200,614,2178,28.190000000000001,88.620000000000005,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,530,1200,619,2178,28.420000000000002,88.299999999999997,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,540,1200,601,2178,27.59,88.370000000000005,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,550,1200,614,2178,28.190000000000001,88.290000000000006,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,560,1200,620,2178,28.469999999999999,88.640000000000001,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,570,1200,651,2178,29.890000000000001,88.480000000000004,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,580,1200,644,2178,29.57,88.620000000000005,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,590,1200,660,2178,30.300000000000001,88.969999999999999,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,600,1200,617,2178,28.329999999999998,88.689999999999998,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,610,1200,628,2178,28.829999999999998,88.730000000000004,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,620,1200,623,2178,28.600000000000001,89.030000000000001,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,630,1200,631,2178,28.969999999999999,88.719999999999999,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,640,1200,644,2178,29.57,89.150000000000006,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,650,1200,651,2178,29.890000000000001,89.219999999999999,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,660,1200,667,2178,30.620000000000001,89.069999999999993,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,670,1200,641,2178,29.43,88.900000000000006,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,680,1200,649,2178,29.800000000000001,89.019999999999996,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,690,1200,630,2178,28.93,88.859999999999999,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,700,1200,650,2178,29.84,89.239999999999995,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,710,1200,607,2178,27.870000000000001,89.069999999999993,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,720,1200,671,2178,30.809999999999999,89.569999999999993,yes,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,730,1200,655,2178,30.07,89.290000000000006,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,740,1200,650,2178,29.84,89.280000000000001,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,750,1200,652,2178,29.940000000000001,89.109999999999999,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,760,1200,648,2178,29.75,89.400000000000006,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,770,1200,638,2178,29.289999999999999,89.329999999999998,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,780,1200,669,2178,30.719999999999999,89.540000000000006,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,790,1200,646,2178,29.66,89.049999999999997,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,800,1200,669,2178,30.719999999999999,89.530000000000001,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,810,1200,618,2178,28.370000000000001,88.969999999999999,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,820,1200,645,2178,29.609999999999999,89.400000000000006,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
02_lhs_latent256_seed42_best,LHS-256,830,1200,669,2178,30.719999999999999,89.569999999999993,no,exports/f1_selected_10_ckpts_20260520_184738/02_lhs_latent256_seed42_best/training.log
06_lhs_depth_seed42_best,LHS-depth,1,1200,0,2178,0,52.049999999999997,no,exports/f1_selected_10_ckpts_20260520_184738/06_lhs_depth_seed42_best/training.log
06_lhs_depth_seed42_best,LHS-depth,10,1200,250,2178,11.48,73.590000000000003,no,exports/f1_selected_10_ckpts_20260520_184738/06_lhs_depth_seed42_best/training.log
06_lhs_depth_seed42_best,LHS-depth,20,1200,380,2178,17.449999999999999,79.540000000000006,no,exports/f1_selected_10_ckpts_20260520_184738/06_lhs_depth_seed42_best/training.log
06_lhs_depth_seed42_best,LHS-depth,30,1200,354,2178,16.25,79.579999999999998,no,exports/f1_selected_10_ckpts_20260520_184738/06_lhs_depth_seed42_best/training.log
06_lhs_depth_seed42_best,LHS-depth,40,1200,418,2178,19.190000000000001,81.109999999999999,no,exports/f1_selected_10_ckpts_20260520_184738/06_lhs_depth_seed42_best/training.log
06_lhs_depth_seed42_best,LHS-depth,50,1200,325,2178,14.92,79.629999999999995,no,exports/f1_selected_10_ckpts_20260520_184738/06_lhs_depth_seed42_best/training.log
06_lhs_depth_seed42_best,LHS-depth,60,1200,420,2178,19.280000000000001,81.030000000000001,no,exports/f1_selected_10_ckpts_20260520_184738/06_lhs_depth_seed42_best/training.log
06_lhs_depth_seed42_best,LHS-depth,70,1200,357,2178,16.390000000000001,80.599999999999994,no,exports/f1_selected_10_ckpts_20260520_184738/06_lhs_depth_seed42_best/training.log
06_lhs_depth_seed42_best,LHS-depth,80,1200,381,2178,17.489999999999998,81.379999999999995,no,exports/f1_selected_10_ckpts_20260520_184738/06_lhs_depth_seed42_best/training.log
06_lhs_depth_seed42_best,LHS-depth,90,1200,387,2178,17.77,80.890000000000001,no,exports/f1_selected_10_ckpts_20260520_184738/06_lhs_depth_seed42_best/training.log
06_lhs_depth_seed42_best,LHS-depth,100,1200,395,2178,18.140000000000001,80.959999999999994,no,exports/f1_selected_10_ckpts_20260520_184738/06_lhs_depth_seed42_best/training.log
06_lhs_depth_seed42_best,LHS-depth,110,1200,372,2178,17.079999999999998,81.75,no,exports/f1_selected_10_ckpts_20260520_184738/06_lhs_depth_seed42_best/training.log
06_lhs_depth_seed42_best,LHS-depth,120,1200,345,2178,15.84,80.689999999999998,no,exports/f1_selected_10_ckpts_20260520_184738/06_lhs_depth_seed42_best/training.log
06_lhs_depth_seed42_best,LHS-depth,130,1200,400,2178,18.370000000000001,81.629999999999995,no,exports/f1_selected_10_ckpts_20260520_184738/06_lhs_depth_seed42_best/training.log
06_lhs_depth_seed42_best,LHS-depth,140,1200,376,2178,17.260000000000002,81.569999999999993,no,exports/f1_selected_10_ckpts_20260520_184738/06_lhs_depth_seed42_best/training.log
06_lhs_depth_seed42_best,LHS-depth,150,1200,384,2178,17.629999999999999,81.989999999999995,no,exports/f1_selected_10_ckpts_20260520_184738/06_lhs_depth_seed42_best/training.log
06_lhs_depth_seed42_best,LHS-depth,160,1200,356,2178,16.350000000000001,82.030000000000001,no,exports/f1_selected_10_ckpts_20260520_184738/06_lhs_depth_seed42_best/training.log
