dataset_idx,genotype,fitness,selected_manifest_source,bucket_id,seed_rank,dataset_count_metadata,exact_dataset_max_metadata
2772,"XX(CqqXCXX(X), rXCX)",0.5033296084790965,no,,,10893,2.2952309520191614
2773,"(L((RMQXCCFXX)), X)",0.48820430399954795,no,,,10893,2.2952309520191614
2774,"X(XRRccFXRcL(qLX), MLX)",0.4171631481783289,no,,,10893,2.2952309520191614
2775,"(mCX, MqXcqXcXX)",0.3537605593381638,no,,,10893,2.2952309520191614
2776,"(qqmXclXqcX, X)",0.1835813071576536,no,,,10893,2.2952309520191614
2777,XqcXqcXcXLXXX,0.3861465662163575,no,,,10893,2.2952309520191614
2778,m(XXrmFcXqMX cXcXqX),0.4061001583036905,no,,,10893,2.2952309520191614
2779,"((rrCXMXXMXRCMX), X)",0.4341609807443263,yes,B1,8,10893,2.2952309520191614
2780,"X(XLQCQXCXX(LXlX), XX)",0.6757453203338151,yes,B2,11,10893,2.2952309520191614
2781,FCXXCQXCXCQXXLX,0.5258011250811209,no,,,10893,2.2952309520191614
2782,"L(,XqCmCqXCXXCmX)",0.5100768452592335,no,,,10893,2.2952309520191614
2783,FXqcLXXrcfcXXXX,0.42476325545082744,no,,,10893,2.2952309520191614
2784,XcLXcXRRcMXcXrqqXX,0.4552568868240059,no,,,10893,2.2952309520191614
2785,"(cXrccXqXXcLXXrX, X)",0.38429304044379314,no,,,10893,2.2952309520191614
2786,"X(rrXRLccXFX,  qrqLX)",0.45557428877800293,no,,,10893,2.2952309520191614
2787,(qL(RFXXMcqXcXXXcXX)),0.6166355981617491,no,,,10893,2.2952309520191614
2788,"(XCfQQX(,XCXX), X)",0.45397418299902037,no,,,10893,2.2952309520191614
2789,XXRCQLCfCXXXCX,0.505808644581744,no,,,10893,2.2952309520191614
2790,"XL(QXX(CLLXX), RXRCCXXqX)",0.5704983421397095,no,,,10893,2.2952309520191614
2791,"(, QXXcLcXX, XX)",0.46608647373061574,no,,,10893,2.2952309520191614
2792,"( QXLLXCXCXX, LcX)",0.5719135700515753,no,,,10893,2.2952309520191614
2793,"rLc(rX((LXXX, )),fXmX)",0.9606314678306044,no,,,10893,2.2952309520191614
2794,"L(L(qXCXCXCX), mXX,)",0.5683769157110627,no,,,10893,2.2952309520191614
2795,"r(, qLX(X, X), X)",0.42627674199278254,no,,,10893,2.2952309520191614
2796,"(XqqqX(((cXXfX), )), XX)",0.4171378130122769,no,,,10893,2.2952309520191614
2797,"M(XfX, XcQXXCCXCXXX)",0.3928394356947273,no,,,10893,2.2952309520191614
2798,"(CXX, LqqXcmXcX)",0.2742274301649946,no,,,10893,2.2952309520191614
2799,"L(QCXCXCXRXRX, FX)",0.5196919309178786,no,,,10893,2.2952309520191614
2800,(FMXcXX RXQcXcXX),0.5597160999924407,no,,,10893,2.2952309520191614
2801,"X(X,XCCXqXXLCXCqXX)",0.535730411873156,no,,,10893,2.2952309520191614
2802,rLXCCQFXQCXrXCXFmX,0.5042406405421881,no,,,10893,2.2952309520191614
2803,"rXL(QLXcXLXcX, LLX)",0.7153205844516562,no,,,10893,2.2952309520191614
2804,"(mqX(cX), rqLcXccLXLX)",0.5933542980438018,no,,,10893,2.2952309520191614
2805,XcXXrrcLXcXXmXMcX,0.733090219081188,no,,,10893,2.2952309520191614
2806,(rCXXQCXXLXCXRXX),0.5096386281291024,no,,,10893,2.2952309520191614
2807,"L(RQX(CCXLX), LX )",0.5388855674800026,no,,,10893,2.2952309520191614
2808,MXXcqccXLXXMcqXLXX,0.7087177311529351,no,,,10893,2.2952309520191614
2809,"(XX, RXcFQcXQXXX)",0.38178418382082624,no,,,10893,2.2952309520191614
2810,XQXcXLcXQXmX,0.1590563627771696,no,,,10893,2.2952309520191614
2811,"(RRCCLXXCXMLXX, XLX)",0.7364149523570843,no,,,10893,2.2952309520191614
2812,RLXrcXRQcfXcXMXcX,0.5193448513128034,no,,,10893,2.2952309520191614
2813,"L(RRCXLCXmXX, XqX, QX)",0.7118135365736292,no,,,10893,2.2952309520191614
2814,"(XQCXXCX(mXXCX), LX)",0.558800797674578,no,,,10893,2.2952309520191614
2815,"(X,XXcqLqX ccqFXXX)",0.5431301205566912,no,,,10893,2.2952309520191614
2816,"R(R(X, XMcXfX(XcX), X))",0.534107829257099,no,,,10893,2.2952309520191614
2817,"(rML(LqX(X, QMCX), LX), XX)",0.6097839350398101,no,,,10893,2.2952309520191614
2818,"(QFlCQLXCXCqXXCX, LX)",0.6718377312038885,no,,,10893,2.2952309520191614
2819,"(rqCX(,XLfX), ,X,,X)",0.3521771272533763,no,,,10893,2.2952309520191614
2820,"(X, QXRcXXcX)",0.3318202844997231,no,,,10893,2.2952309520191614
2821,"(XXCX, QX(XccXXX), X)",0.5109424471533669,no,,,10893,2.2952309520191614
